word,transcription,definition,level,categories,raw
snake,/sneɪk/,"a long limbless reptile which has no eyelids, a short tail, and jaws that are capable of considerable extension.",A1,"Animals;Nouns",
snow,/snəʊ/,"atmospheric water vapour frozen into ice crystals and falling in light white flakes or lying on the ground as a white layer.",A1,"Weather;Nature;Nouns",
so,/səʊ/,"and for this reason; therefore.",A1,"Adverbs;Conjunctions;Grammar",
some,/sʌm/,"an unspecified amount or number of.",A1,"Determiners;Grammar",
somebody,/ˈsʌm.bə.di/,"someone; an unspecified or unknown person.",A1,"Pronouns;People;Grammar",
someone,/ˈsʌm.wʌn/,"an unknown or unspecified person; somebody.",A1,"Pronouns;People;Grammar",
something,/ˈsʌm.θɪŋ/,"a thing that is unspecified or unknown.",A1,"Pronouns;Grammar",
sometimes,/ˈsʌm.taɪmz/,"occasionally, rather than all of the time.",A1,"Adverbs;Time",
son,/sʌn/,"a boy or man in relation to either of his parents.",A1,"Family;People;Nouns",
song,/sɒŋ/,"a short poem or other set of words set to music or meant to be sung.",A1,"Music;Nouns",
soon,/suːn/,"in or after a short time.",A1,"Adverbs;Time",
sorry,/ˈsɒr.i/,"feeling distress, especially through sympathy with someone else's misfortune.",A1,"Adjectives;Feelings",
sound,/saʊnd/,"vibrations that travel through the air or another medium and can be heard when they reach a person's or animal's ear.",A1,"Nouns;General",
soup,/suːp/,"a liquid dish, typically made by boiling ingredients in stock or water.",A1,"Food;Nouns",
south,/saʊθ/,"the direction towards the point of the horizon 90° clockwise from east.",A1,"Geography;Nouns",
space,/speɪs/,"a continuous area or expanse which is free, available, or unoccupied.",A1,"Nouns;General",
speak,/spiːk/,"to say things; to talk.",A1,"Verbs;Communication",
special,/ˈspeʃ.əl/,"not ordinary or usual; different from what is normal.",A1,"Adjectives;General",
spell,/spel/,"to write or name the letters that form a word in correct sequence.",A1,"Verbs;Writing;Education",
spelling,/ˈspel.ɪŋ/,"the process or activity of writing or naming the letters of a word.",A1,"Nouns;Writing;Education",
spend,/spend/,"to give money to pay for goods, services, or so as to benefit someone or something.",A1,"Verbs;Money;Shopping",
sport,/spɔːt/,"an activity involving physical exertion and skill in which an individual or team competes against another or others for entertainment.",A1,"Sports;Hobbies;Nouns",
spring,/sprɪŋ/,"the season after winter and before summer, in which vegetation begins to appear.",A1,"Seasons;Time;Nature",
stand,/stænd/,"to have or maintain an upright position, supported by one's feet.",A1,"Verbs;Actions",
star,/stɑːr/,"a fixed luminous point in the night sky which is a large, remote incandescent body like the sun.",A1,"Nature;Nouns",
start,/stɑːt/,"to begin to do or be something.",A1,"Verbs;Actions",
statement,/ˈsteɪt.mənt/,"a definite or clear expression of something in speech or writing.",A1,"Writing;Communication;Nouns",
station,/ˈsteɪ.ʃən/,"a regular stopping place on a public transport route, especially one on a railway line.",A1,"Transport;Places;Nouns",
stay,/steɪ/,"to remain in the same place.",A1,"Verbs;Actions",
still,/stɪl/,"not moving or making a sound.",A1,"Adverbs;Adjectives;General",
stop,/stɒp/,"to cease to move, happen, or operate.",A1,"Verbs;Movement",
story,/ˈstɔː.ri/,"an account of imaginary or real people and events told for entertainment.",A1,"Writing;Media;Nouns",
street,/striːt/,"a public road in a city or town, typically with houses and buildings on one or both sides.",A1,"Places;Transport;Nouns",
strong,/strɒŋ/,"having the power to move heavy weights or perform other physically demanding tasks.",A1,"Adjectives;General",
student,/ˈstjuː.dənt/,"a person who is studying at a school or college.",A1,"People;Education;Nouns",
study,/ˈstʌd.i/,"the devotion of time and attention to gaining knowledge of an academic subject.",A1,"Nouns;Verbs;Education",
style,/staɪl/,"a manner of doing something.",A1,"Nouns;General",
subject,/ˈsʌb.dʒekt/,"a person or thing that is being discussed, described, or dealt with.",A1,"Nouns;Education;Communication",
success,/səkˈses/,"the accomplishment of an aim or purpose.",A1,"Nouns;Work;General",
sugar,/ˈʃʊɡ.ər/,"a sweet crystalline substance obtained from various plants, especially sugar cane and sugar beet, consisting essentially of sucrose.",A1,"Food;Nouns",
summer,/ˈsʌm.ər/,"the warmest season of the year, in the northern hemisphere from June to August.",A1,"Seasons;Time;Weather",
sun,/sʌn/,"the star round which the earth orbits.",A1,"Nature;Nouns",
supermarket,/ˈsuː.pəˌmɑː.kɪt/,"a large self-service shop selling foods and household goods.",A1,"Shopping;Places;Nouns",
sure,/ʃɔːr/,"completely confident that one is right.",A1,"Adjectives;Feelings",
sweater,/ˈswet.ər/,"a knitted garment worn on the upper part of the body, typically with long sleeves.",A1,"Clothing;Objects;Nouns",
swim,/swɪm/,"to propel the body through water by using the limbs.",A1,"Verbs;Sports;Leisure",
swimming,/ˈswɪm.ɪŋ/,"the sport or activity of propelling oneself through water using the limbs.",A1,"Sports;Hobbies;Nouns",
table,/ˈteɪ.bəl/,"a piece of furniture with a flat top and one or more legs, providing a level surface on which objects may be placed.",A1,"Furniture;Objects;House",
take,/teɪk/,"to lay hold of something with one's hands; reach for and hold.",A1,"Verbs;Actions",
talk,/tɔːk/,"to speak in order to give information or express ideas or feelings; converse or communicate.",A1,"Verbs;Communication",
tall,/tɔːl/,"of great or more than average height, especially (with reference to an object) relative to width.",A1,"Adjectives;Size;Appearance",
taxi,/ˈtæk.si/,"a motor vehicle licensed to transport passengers in return for payment of a fare.",A1,"Transport;Objects;Nouns",
tea,/tiː/,"a hot drink made by infusing the dried crushed leaves of the tea plant in boiling water.",A1,"Drinks;Food;Nouns",
teach,/tiːtʃ/,"to impart knowledge to or instruct someone as to how to do something.",A1,"Verbs;Education;Work",
teacher,/ˈtiː.tʃər/,"a person who teaches, especially in a school.",A1,"Professions;Education;People",
team,/tiːm/,"a group of players forming one side in a competitive game or sport.",A1,"Groups;Sports;Work",
teenager,/ˈtiːnˌeɪ.dʒər/,"a person aged between 13 and 19 years.",A1,"People;Nouns",
telephone,/ˈtel.ɪ.fəʊn/,"a system for transmitting voices over a distance using wire or radio, by converting acoustic vibrations to electrical signals.",A1,"Technology;Objects;Communication",
television,/ˈtel.ɪ.ˌvɪʒ.ən/,"a system for converting visual images with sound into electrical signals, transmitting them by radio or other means, and displaying them electronically on a screen.",A1,"Media;Objects;House",
tell,/tel/,"to communicate information to someone in spoken or written words.",A1,"Verbs;Communication",
ten,/ten/,"the number equivalent to the product of two and five; one more than nine.",A1,"Math;Nouns",
tennis,/ˈten.ɪs/,"a game in which two or four players strike a ball with rackets over a net stretched across a court.",A1,"Sports;Hobbies;Nouns",
terrible,/ˈter.ə.bəl/,"extremely bad or serious.",A1,"Adjectives;Feelings",
test,/test/,"a procedure intended to establish the quality, performance, or reliability of something, especially before it is taken into widespread use.",A1,"Education;Nouns",
text,/tekst/,"a book or other written or printed work, regarded in terms of its content rather than its physical form.",A1,"Writing;Communication;Nouns",
than,/ðæn/,"introducing the second element in a comparison.",A1,"Conjunctions;Grammar",
thank,/θæŋk/,"to express gratitude to someone.",A1,"Verbs;Communication;Feelings",
thanks,/θæŋks/,"an expression of gratitude.",A1,"Interjections;Phrases",
that,/ðæt/,"used to identify a specific person or thing observed by the speaker.",A1,"Determiners;Pronouns;Grammar",
theatre,/ˈθɪə.tər/,"a building or outdoor area in which plays and other dramatic performances are given.",A1,"Places;Arts;Leisure",
their,/ðeər/,"belonging to or associated with the people or things previously mentioned or easily identified.",A1,"Determiners;Grammar",
them,/ðem/,"used as the object of a verb or preposition to refer to two or more people or things previously mentioned.",A1,"Pronouns;Grammar",
then,/ðen/,"at that time; at the time in question.",A1,"Adverbs;Time;Grammar",
there,/ðeər/,"in, at, or to that place or position.",A1,"Adverbs;Places;Grammar",
they,/ðeɪ/,"used to refer to two or more people or things previously mentioned or easily identified.",A1,"Pronouns;Grammar",
thing,/θɪŋ/,"an object, action, or idea.",A1,"Objects;Nouns;General",
think,/θɪŋk/,"to have a particular opinion, belief, or idea about someone or something.",A1,"Verbs;Communication",
third,/θɜːd/,"constituting number three in a sequence; 3rd.",A1,"Math;Nouns",
thirsty,/ˈθɜː.sti/,"feeling a need to drink.",A1,"Adjectives;Feelings;Health",
thirteen,/ˌθɜːˈtiːn/,"the number equivalent to the sum of ten and three; one more than twelve.",A1,"Math;Nouns",
thirty,/ˈθɜː.ti/,"the number equivalent to the product of three and ten; 30.",A1,"Math;Nouns",
this,/ðɪs/,"used to identify a specific person or thing close at hand or being indicated or experienced.",A1,"Determiners;Pronouns;Grammar",
thousand,/ˈθaʊ.zənd/,"the number equivalent to the product of a hundred and ten; 1,000.",A1,"Math;Nouns",
three,/θriː/,"the number equivalent to the sum of one and two; one more than two.",A1,"Math;Nouns",
through,/θruː/,"moving in one side and out of the other side of an opening, channel, or location.",A1,"Prepositions;Grammar",
ticket,/ˈtɪk.ɪt/,"a piece of paper or small card that gives the holder a certain right, as to enter a place, travel by public transport, or participate in an event.",A1,"Travel;Objects;Events",
time,/taɪm/,"the indefinite continued progress of existence and events in the past, present, and future regarded as a whole.",A1,"Time;Nouns",
tired,/taɪəd/,"in need of sleep or rest; weary.",A1,"Adjectives;Feelings;Health",
title,/ˈtaɪ.təl/,"the name of a book, composition, or other artistic work.",A1,"Writing;Media;Nouns",
to,/tuː/,"expressing motion in the direction of a particular location.",A1,"Prepositions;Grammar",
today,/təˈdeɪ/,"on or in the course of this present day.",A1,"Adverbs;Time;Nouns",
together,/təˈɡeð.ər/,"with or in proximity to another person or people.",A1,"Adverbs;Relationships",
toilet,/ˈtɔɪ.lət/,"a fixed receptacle with a water supply and a flush pipe, used for the disposal of human waste.",A1,"House;Objects;Nouns",
tomorrow,/təˈmɒr.əʊ/,"on the day after today.",A1,"Adverbs;Time;Nouns",
tonight,/təˈnaɪt/,"on the present or approaching evening or night.",A1,"Adverbs;Time;Nouns",
too,/tuː/,"in addition; also.",A1,"Adverbs;Grammar",
tooth,/tuːθ/,"each of a set of hard, bony enamel-coated structures in the jaws of most vertebrates, used for biting and chewing.",A1,"Body Parts;Nouns",
topic,/ˈtɒp.ɪk/,"a matter dealt with in a text, discourse, or conversation; a subject.",A1,"Communication;Writing;Nouns",
tourist,/ˈtʊər.ɪst/,"a person who is travelling or visiting a place for pleasure.",A1,"Travel;People;Nouns",
town,/taʊn/,"a built-up area with a name, defined boundaries, and local government, that is larger than a village and generally smaller than a city.",A1,"Places;Nouns",
traffic,/ˈtræf.ɪk/,"vehicles moving on a road or public highway.",A1,"Transport;Nouns",
train,/treɪn/,"a series of connected railway carriages or wagons moved by a locomotive or by integral motors.",A1,"Transport;Objects;Nouns",
travel,/ˈtræv.əl/,"to make a journey, typically of some length.",A1,"Travel;Verbs;Leisure",
tree,/triː/,"a woody perennial plant, typically having a single stem or trunk growing to a considerable height and bearing branches and leaves.",A1,"Plants;Nature;Nouns",
trip,/trɪp/,"a journey or excursion, especially for pleasure.",A1,"Travel;Leisure;Nouns",
trousers,/ˈtraʊ.zəz/,"a piece of clothing that covers the lower part of the body, with a separate part for each leg.",A1,"Clothing;Nouns",
true,/truː/,"in accordance with fact or reality.",A1,"Adjectives;General",
try,/traɪ/,"to make an attempt or effort to do something.",A1,"Verbs;Actions",
turn,/tɜːn/,"to move in a circular direction wholly or partly around an axis or point.",A1,"Verbs;Movement",
twelve,/twelv/,"the number equivalent to the sum of ten and two; one more than eleven.",A1,"Math;Nouns",
twenty,/ˈtwen.ti/,"the number equivalent to the product of two and ten; ten less than thirty.",A1,"Math;Nouns",
twice,/twaɪs/,"two times; on two occasions.",A1,"Adverbs;Math",
two,/tuː/,"the number equivalent to the sum of one and one; one less than three.",A1,"Math;Nouns",
type,/taɪp/,"a category of people or things having common characteristics.",A1,"Nouns;General",
umbrella,/ʌmˈbrel.ə/,"a device consisting of a circular canopy of cloth on a folding metal frame supported by a central rod, used as protection against rain.",A1,"Objects;Weather;Nouns",
uncle,/ˈʌŋ.kəl/,"the brother of one's father or mother or the husband of one's aunt.",A1,"Family;People;Nouns",
under,/ˈʌn.dər/,"extending or directly below.",A1,"Prepositions;Grammar",
understand,/ˌʌn.dəˈstænd/,"to perceive the intended meaning of words, a language, or a speaker.",A1,"Verbs;Communication",
university,/ˌjuː.nɪˈvɜː.sə.ti/,"a high-level educational institution in which students study for degrees and academic research is done.",A1,"Education;Places;Nouns",
until,/ənˈtɪl/,"up to the point in time or the event mentioned.",A1,"Prepositions;Conjunctions;Grammar",
